makeid,modelid,manufacturerid,VIN,batteryinfo,batterytype,bedtype,bodycabtype,bodyclass,enginecylinders,destinationmarket,displacementcc,displacementci,displacementl,doors,drivetype,driverassist,enginecycles,enginemodel,enginekw,entertainmentsystem,fueltypeprimary,gvwr,make,manufacturer,model,modelyear,plantcity,seats,series,steeringlocation,transmissionstyle,trim,vehicletype,windows,axles,brakesystemtype,batterycells,bedlengthin,brakesystemdesc,curbweightlb,airbagloccurtain,airbaglocseatcushion,batterya,batteryv,batterykwh,wheelbasetype,seatrows,valvetraindesign,transmissionspeeds,engineconfiguration,airbaglocfront,fueltypesecondary,fuelinjectiontype,airbaglocknee,enginehp,evdriveunit,plantcountry,plantcompanyname,plantstate,pretensioner,seatbeltsall,adaptivecruisecontrol,adaptiveheadlights,abs,cib,blindspotmon,ncsabodytype,ncsamake,ncsamodel,esc,tractioncontrol,forwardcollisionwarning,lanedeparturewarning,lanekeepsystem,rearvisibilitysystem,parkassist,airbaglocside,trim2,series2,wheelbaseshort,wheelbaselong,note,wheels,trailertype,trailerbodytype,trailerlength,wheelsizefront,wheelsizerear,otherrestraintsysteminfo,coolingtype,enginehp_to,electrificationlevel,chargerlevel,chargerpowerkw,otherengineinfo,batterya_to,batteryv_to,batterykwh_to,turbo,baseprice,batterymodules,batterypacks,topspeedmph,suggestedvin,errorcode,possiblevalues,axleconfiguration,enginemanufacturer,buslength,busfloorconfigtype,bustype,otherbusinfo,custommotorcycletype,motorcyclesuspensiontype,motorcyclechassistype,othermotorcycleinfo,othertrailerinfo,additionalerrortext,cashforclunkers,trackwidth,tpms,activesafetysysnote,dynamicbrakesupport,pedestrianautomaticemergencybraking,autoreversesystem,automaticpedestrianalertingsound,can_aacn,edr,keylessignition,daytimerunninglight,lowerbeamheadlamplightsource,semiautomaticheadlampbeamswitching,adaptivedrivingbeam,saeautomationlevel,saeautomationlevel_to,rearcrosstrafficalert,gcwr,gcwr_to,ncsanote,ncsamappingexception,ncsamapexcapprovedon,ncsamapexcapprovedby,gvwr_to,errortext,rearautomaticemergencybraking,blindspotintervention,lanecenteringassistance,nonlanduse,vehicledescriptor
460,1779,976,1FAFP34N17W3,,,Not Applicable,Not Applicable,Sedan/Saloon,4,,2000,122.047488,2,4,,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",FORD,FORD MOTOR COMPANY,Focus,2007,WAYNE,,ZX4,,,,PASSENGER CAR,,,,,,,,,,,,,,,Dual Overhead Cam (DOHC),,In-Line,1st Row (Driver and Passenger),,,,130,,UNITED STATES (USA),,MICHIGAN,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,1FAFP34N*7W
478,1911,997,5N1AR1NB3AC6,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,,4000,244.094976,4,4,4WD/4-Wheel Drive/4x4,,,,,,Gasoline,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",NISSAN,"NISSAN NORTH AMERICA, INC.",Pathfinder,2010,SMYRNA,,,,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,,1st and 2nd Rows,,,,,,,,,,1st Row (Driver and Passenger),,,,,,UNITED STATES (USA),Smyrna Plant,TENNESSEE,,Manual,,,Standard,,,,,,,,,,,,,1st Row (Driver and Passenger),,Wagon body,,,,4,Not Applicable,Not Applicable,,,,"2nd row outboard 3-point manual belt and curtain side airbags, 3rd row outboard 3-point manual belts and curtain side airbags, 2nd row center 3-point manual belts",,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,5N1AR1NB*AC
467,8883,984,1GNDX03E03D2,,,,,Van,6,,3400,207.48073,3.4,4,4x2,,,LA1,,,Gasoline,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",CHEVROLET,GENERAL MOTORS LLC,Venture,2003,DORAVILLE,,Ext W/B,,,APV,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,,,,,,,,,,,V-Shaped,,,Multipoint Fuel Injection (MPFI),,,,UNITED STATES (USA),NA-MCD Platform (APV),GEORGIA,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,Water,,,,,,,,,,,,,,,6,,,FLT,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1GNDX03E*3D
467,10978,984,2GCEC19K5M11,,,,Extra/Super/Quad/Double/King/Extended,Pickup,8,,5700,347.835341,5.7,,4x2,,,,,,Gasoline,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",CHEVROLET,GENERAL MOTORS LLC,GMT-400,1991,OSHAWA TRUCK,,1/2 Ton Nominal,,,,TRUCK,,,Hydraulic,,,,,,,,,,,,,,V-Shaped,,,Throttle Body Fuel Injection (TBI),,,,CANADA,NA-Canada - Truck,ONTARIO,,,,,,,,,,,,,,,,,,,,Conventional Cab,,,,,Not Applicable,Not Applicable,,,,,,,,,,LPG conversion can be accomplished on the engine.,,,,,,,,,,6,,,CPC,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,2GCEC19K*M1
566,10363,1132,3NSVFE990GF4,,,Not Applicable,Not Applicable,Off-road Vehicle - Multipurpose Off-Highway Utility Vehicle [MOHUV] or Recreational Off-Highway Vehicle [ROV],2,,999,60.9627204,0.999,,,,4,,,,Gasoline,"Class 1A: 3,000 lb or less (1,360 kg or less)",POLARIS,POLARIS INDUSTRIES INC.,RZR,2016,,,XP 4 (Next),,,,MOTORCYCLE,,,,,,,,,,,,,,,Dual Overhead Cam (DOHC),,,,,,,,,MEXICO,,,,,Not Applicable,,,Not Applicable,Not Applicable,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,Not Applicable,Not Applicable,,,,,Water,,,,,,,,,,,,,,,"6,10",,,,,Not Applicable,Not Applicable,,Side-by-Side Seating,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,,,,,,,,6 - Incomplete VIN; 10 - Off-road Vehicle Warning – This is not a vehicle identification number (VIN) for a motor vehicle. This indicates that the manufacturer did not certify this product as complying with the Federal motor vehicle safety standards which are applicable to motor vehicles as defined at 49 U.S.C. 30102.,,,,,3NSVFE99*GF
509,13179,21871,JS1GT76A6621,,,Not Applicable,Not Applicable,Motorcycle - Sport,,,999,60.9627204,0.999,,,,4,T713,,,,"Class 1A: 3,000 lb or less (1,360 kg or less)",SUZUKI,SUZUKI MOTOR CORPORATION,GSX-R1000,2006,TOYOKAWA,,,,,,MOTORCYCLE,,,,,,,,,,,,,,,,,,,,,,,,JAPAN,,AICHI,,,Not Applicable,,,Not Applicable,Not Applicable,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,,,,,,,,6 - Incomplete VIN,,,,,JS1GT76A*62
474,1861,987,JHMCG6650XC0,,,Not Applicable,Not Applicable,Sedan/Saloon,4,,2261.41483,138,2.26141483,4,,,,F23A4,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",HONDA,"HONDA MOTOR CO., LTD.",Accord,1999,SAYAMA,,,,Automatic,LX,PASSENGER CAR,,,,,,,,,,,,,,,Single Overhead Cam (SOHC),4,In-Line,1st Row (Driver and Passenger),,,,145,,JAPAN,,SAITAMA,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,ULEV,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,JHMCG665*XC
467,8882,984,1GNDM19W2SB2,,,,,Van,6,,4300,262.4021,4.3,,4x2,,,,,,Gasoline,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",CHEVROLET,GENERAL MOTORS LLC,Astro Van,1995,BALTIMORE/LANSING (CRAFT CENTER),,1/2 Ton Nominal,,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Hydraulic,,,,,,,,,,,,,,V-Shaped,,,,,,,UNITED STATES (USA),GM Truck Group/ NA-GM Corp,MARYLAND,,,,,,,,,,,,,,,,,,,,Small Van,,,,,Not Applicable,Not Applicable,,,,,,,,,,"CPI, 90 Degrees",,,,,,,,,,6,,,WRN - Warren,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1GNDM19W*SB
468,1842,984,KL4CJASB7DB1,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,1400,85.4332417,1.4,4,FWD/Front-Wheel Drive,,,LUV,,,Gasoline,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",BUICK,GENERAL MOTORS LLC,Encore,2013,BUPYEONG,,,,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Hydraulic,,,,,All Rows,,,,,,,Dual Overhead Cam (DOHC),,In-Line,1st Row (Driver and Passenger),Ethanol (E85),Multipoint Fuel Injection (MPFI),1st Row (Driver and Passenger),,,SOUTH KOREA,GM Korea,,,Manual,,,,,,,,,,,,,,,,1st and 2nd Rows,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,"Engine Gas, TURBO HO, E85 Max",,,,Yes,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,KL4CJASB*DB
499,2739,20996,5XXGM4A72EG2,,,Not Applicable,Not Applicable,Sedan/Saloon,,,2400,146.456986,2.4,4,,,,DOHC GDI THETA II,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",KIA,"KIA GEORGIA, INC",Optima,2014,,,2.4 LX STD/Conv,,,,PASSENGER CAR,,,,,,,,1st and 2nd Rows,,,,,,,Dual Overhead Cam (DOHC),,,1st Row (Driver and Passenger),,Stoichiometric Gasoline Direct Injection (SGDI),,,,UNITED STATES (USA),"Kia Motor Manufacturing, Georgia",GEORGIA,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,QF F/L,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,5XXGM4A7*EG
499,2299,21994,KNADH4A34B67,,,Not Applicable,Not Applicable,Sedan/Saloon,,,1600,97.6379906,1.6,4,,,,DOHC Alpha,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",KIA,KIA CORPORATION,Rio,2011,SOHARI,,GLS,,,,PASSENGER CAR,,,,,,,,1st and 2nd Rows,,,,,,,Dual Overhead Cam (DOHC),,,1st Row (Driver and Passenger),,,,,,SOUTH KOREA,Kia Motors Corporation,,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,JB,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,KNADH4A3*B6
467,1850,984,1GCRCREA0DZ1,,,,Extra/Super/Quad/Double/King/Extended,Pickup,8,,4800,292.913972,4.8,2,4x2,,,"L20 - Flex Fuel(Gas/Ethanol), SFI Iron",,,Gasoline,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",CHEVROLET,GENERAL MOTORS LLC,Silverado,2013,ROANOKE,,1500,,,LT,TRUCK,,,Hydraulic,,,,,All Rows,,,,,,,,,,1st Row (Driver and Passenger),Ethanol (E85),Sequential Fuel Injection (SFI),,,,UNITED STATES (USA),Fort Wayne Assembly,INDIANA,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1GCRCREA*DZ
476,3508,994,1D4HD38N45F5,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),8,"U.S., Mexico",4700,286.811597,4.7,4,4x2,,,,,,Gasoline,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",DODGE,FCA US LLC,Durango,2005,NEWARK,,HB,,,ST,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Hydraulic,,,,,,,,,,,,,,V-Shaped,,,,,,,UNITED STATES (USA),Newark Assembly,DELAWARE,,,,,,,,,,,,,,,,,,,,M (Medium),,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1D4HD38N*5F
564,11821,14610,JYACB03YX2A0,,,Not Applicable,Not Applicable,Off-road Vehicle - Dirt Bike / Off-Road,1,California,89,5.43111322,0.089,,,,4,,,,Gasoline,"Class 1A: 3,000 lb or less (1,360 kg or less)",YAMAHA,"YAMAHA MOTOR CO., LTD.",TT-R90,2002,HAMAMATSU,,,,,,MOTORCYCLE,,,,,,,,,,,,,,,Single Overhead Cam (SOHC),,,,,,,,,JAPAN,,SHIZUOKA,,,Not Applicable,,,Not Applicable,Not Applicable,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,Not Applicable,Not Applicable,,,,,Air,,,,,,,,,,,,,,,"6,10",,,,,Not Applicable,Not Applicable,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,,,,,,,,6 - Incomplete VIN; 10 - Off-road Vehicle Warning – This is not a vehicle identification number (VIN) for a motor vehicle. This indicates that the manufacturer did not certify this product as complying with the Federal motor vehicle safety standards which are applicable to motor vehicles as defined at 49 U.S.C. 30102.,,,,,JYACB03Y*2A
481,2164,1052,JA32U2FU2AU0,,,Not Applicable,Not Applicable,Sedan/Saloon,,,2000,122.047488,2,4,4x2,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",MITSUBISHI,MITSUBISHI MOTORS CORPORATION (MMC),Lancer,2010,MIZUSHIMA,,Low,,,,PASSENGER CAR,,,,,,,,1st and 2nd Rows,,,,,,,Dual Overhead Cam (DOHC),,,1st Row (Driver and Passenger),,,,,,JAPAN,,,,Manual,,,,,,,,,,,,,,,,1st and 2nd Rows,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,MIVEC,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,JA32U2FU*AU
476,1938,994,1B7KC26Z9RS5,,,,,Pickup,8,,5900,360.04009,5.9,,4x2,,,,,,Gasoline,"Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)",DODGE,FCA US LLC,Ram,1994,WARREN,,,,,2500,TRUCK,,,,,,,,,,,,,,,,,V-Shaped,Driver Seat Only,,Multipoint Fuel Injection (MPFI),,,,UNITED STATES (USA),Dodge City Assembly,MICHIGAN,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1B7KC26Z*RS
483,1949,994,1J4G248S7YC4,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),6,,4000,244.094976,4,4,4x2,,,,,,Gasoline,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",JEEP,FCA US LLC,Grand Cherokee,2000,DETROIT,,,Left-Hand Drive (LHD),,Laredo,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Hydraulic,,,,,,,,,,,,,,V-Shaped,,,Multipoint Fuel Injection (MPFI),,,,UNITED STATES (USA),Jefferson North Assembly,MICHIGAN,,,,,,,,,,,,,,,,,,,,H Series,,,,,Not Applicable,Not Applicable,,,,,,,,,,"Engine Info: Unleaded,Sales Code:ERH",,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1J4G248S*YC
467,1834,984,1G1ZC5E05CF3,,,Not Applicable,Not Applicable,Sedan/Saloon,4,,2400,146.456986,2.4,4,,,,LE5,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",CHEVROLET,GENERAL MOTORS LLC,Malibu,2012,KANSAS CITY,,,,,1LT,PASSENGER CAR,,,,,,,,All Rows,,,,,,,Dual Overhead Cam (DOHC),,In-Line,1st Row (Driver and Passenger),,Multipoint Fuel Injection (MPFI),,,,UNITED STATES (USA),Fairfax Assembly,KANSAS,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,GM,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,1G1ZC5E0*CF
,,,AZ311094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,7,11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6 - Incomplete VIN; 7 - Manufacturer is not registered with NHTSA for sale or importation in the U.S. for use on U.S roads; Please contact the manufacturer directly for more information; 11 - Incorrect Model Year - Position 10 does not match valid model year codes (I, O, Q, U, Z, 0). Decoded data may not be accurate.",,,,,AZ311094***
474,14060,987,JH2PC35086M7,,,Not Applicable,Not Applicable,Motorcycle - Sport,4,49 States (Except California),599,36.5532227,0.599,,,,4,PC35E-2700001,,,Gasoline,"Class 1A: 3,000 lb or less (1,360 kg or less)",HONDA,"HONDA MOTOR CO., LTD.",CBR600,2006,HAMAMATSU,,,,,F4/F4i,MOTORCYCLE,,,,,,,,,,,,,,,,,,,,,,105.9,,JAPAN,HAMAMATSU FACTORY,SHIZUOKA,,,Not Applicable,,,Not Applicable,Not Applicable,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,,,,,,,,6 - Incomplete VIN,,,,,JH2PC350*6M
460,1801,976,1FTEW1C83AKB,,,,Crew/Super Crew/Crew Max,Pickup,8,,4600,280.709223,4.6,,4x2,,,Ford,,,Gasoline,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",FORD,FORD MOTOR COMPANY,F-150,2010,CLAYCOMO,,F-Series,,,Styleside,TRUCK,,,Hydraulic,,,,,,,,,,,,,,V-Shaped,1st Row (Driver and Passenger),,,,292,,UNITED STATES (USA),Kansas City,MISSOURI,,Manual,,,,,,,,,,,,,,,,1st and 2nd Rows,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1FTEW1C8*AK
474,1861,987,JHMCB7655NC0,,,Not Applicable,Not Applicable,Sedan/Saloon,4,,2156,132,2.2,4,,,,F22A1,,,Gasoline,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",HONDA,"HONDA MOTOR CO., LTD.",Accord,1992,SAYAMA,,,,Automatic,LX,PASSENGER CAR,,,,,,,,,,,,,,,Single Overhead Cam (SOHC),4,In-Line,Driver Seat Only,,,,125,,JAPAN,,SAITAMA,,Automatic,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,Honda,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,JHMCB765*NC
460,1805,976,1FTNW21PX3EB,,,,Crew/Super Crew/Crew Max,Pickup,8,,6000,366.142465,6,,4WD/4-Wheel Drive/4x4,,,,,,Diesel,"Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)",FORD,FORD MOTOR COMPANY,F-250,2003,JEFFERSON COUNTY,,,,,F-Series,TRUCK,,,Hydraulic,,,,,,,,,,,,,,V-Shaped,1st Row (Driver and Passenger),,,,325,,UNITED STATES (USA),Kentucky Truck,KENTUCKY,,Manual,,,,,,,,,,,,,,,,,,,,,Single Rear Wheel,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,Navistar,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1FTNW21P*3E
483,1947,994,1C4NJPBA7CD6,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,U.S.,2000,122.047488,2,4,FWD/Front-Wheel Drive,,,,,,Gasoline,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",JEEP,FCA US LLC,Patriot,2012,BELVIDERE,,MK74,Left-Hand Drive (LHD),,Sport,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Hydraulic,,,,,,,,,,,,,,,1st Row (Driver and Passenger),Compressed Natural Gas (CNG),,,,,UNITED STATES (USA),Belvidere Assembly,ILLINOIS,,Manual,,,,,,,,,,,,,,,,All Rows,,,,,,,Not Applicable,Not Applicable,,,,Active Seat Belt,,,,,,"Sales Code: ECC,ECK,ECN,ECT,ECQ",,,,No,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1C4NJPBA*CD
474,1863,990,2HGFA55587H7,,,Not Applicable,Not Applicable,Sedan/Saloon,4,,1999.22181,122,1.99922181,4,,,,K20Z3,,,Gasoline,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",HONDA,"HONDA OF CANADA MFG., INC.",Civic,2007,ALLISTON,,,,Manual/Standard,SI,PASSENGER CAR,,,,,,,,1st and 2nd Rows,,,,,,,Dual Overhead Cam (DOHC),6,In-Line,1st Row (Driver and Passenger),,,,197,,CANADA,,ONTARIO,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,Rear Restraint System: Seat Belt & Side Curtain Air bag (Rr R/L outer positions) / Seat Belt (Rr center position).),,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",6 - Incomplete VIN,,,,,2HGFA555*7H
478,1916,997,5N1AN08UX5C6,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,,4000,244.094976,4,4,4x2,,,,,,Gasoline,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",NISSAN,"NISSAN NORTH AMERICA, INC.",Xterra,2005,SMYRNA,,,,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Hydraulic,,,,,,,,,,,,,,,,,,,,,UNITED STATES (USA),Smyrna Plant,TENNESSEE,,,,,Standard,,,,,,,,,,,,,,,Wagon body style,,,,,Not Applicable,Not Applicable,,,,,,,,,,4-wheel ABS,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,5N1AN08U*5C
460,1803,976,1FTYR10D68PA,,,,Regular,Pickup,4,,2300,140.354611,2.3,,4x2,,,,,,Gasoline,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",FORD,FORD MOTOR COMPANY,Ranger,2008,ST. PAUL,,,,,,TRUCK,,,Hydraulic,,,,,,,,,,,,,,In-Line,1st Row (Driver and Passenger),,,,143,,UNITED STATES (USA),,MINNESOTA,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,Sec. Gen. Air Bags,,,,,,EFI,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,6 - Incomplete VIN,,,,,1FTYR10D*8P
474,33523,14337,MLHMC4112C52,,,Not Applicable,Not Applicable,Motorcycle - Sport,1,50 States,250,15.255936,0.25,,,,4,MC41E-2200001,,,Gasoline,"Class 1A: 3,000 lb or less (1,360 kg or less)",HONDA,"THAI HONDA CO., LTD.",CBR250RA,2012,BANGKOK,,,,,,MOTORCYCLE,,,,,,,,,,,,,,,,,,,,,,26,,THAILAND,THAI HONDA MANUFACTURING CO. LTD.,LADKRABANG,,,Not Applicable,,Standard,Not Applicable,Not Applicable,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,6,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,,,,,,,,6 - Incomplete VIN,,,,,MLHMC411*C5
